교량명,시군구명,최종안전점검결과,준공후경과년수,시설물종별등급구분,교량시작점위도,교량시작점경도
당수천교,수원시 권선구,B,25,1,37.286745,126.950414
백운대교,의왕시,B,31,1,37.382125,126.999652
삼리교,의왕시,B,25,1,37.319524,126.966073
서수원I.C본선교,수원시 권선구,B,25,1,37.292553,126.952002
의왕I.C교,의왕시,B,25,1,37.3384,126.975295
한직교,의왕시,B,31,1,37.386374,127.001191
월암IC교,수원시 장안구,B,25,1,37.301412,126.960274
오전1교,의왕시,B,10,2,37.357202,126.996886
오전2교,의왕시,B,10,2,37.357321,126.995875
청계1교(신),의왕시,B,10,2,37.394229,127.00367
서수원I.CRAMP-B교,수원시 권선구,B,25,1,37.291131,126.952026
서수원I.CRAMP-C교,수원시 권선구,B,25,1,37.293996,126.952469
서수원I.CRAMP-E교,수원시 권선구,B,25,1,37.295372,126.953131
서수원I.CRAMP-G교,수원시 권선구,B,25,1,37.292506,126.95226
신부곡I.CRAMP-A교,의왕시,B,25,2,37.334813,126.965193
왕곡1교,의왕시,B,31,1,37.340797,126.977569
왕곡2교,의왕시,B,31,1,37.34031,126.977815
포일2교,의왕시,B,10,2,37.382189,126.999217
포일3교,의왕시,B,10,1,37.387649,127.002637
포일4교,의왕시,B,10,1,37.386763,127.000244
의왕IC Ramp-F3교,의왕시,B,11,1,37.339649,126.978848
청계1교,의왕시,B,31,2,37.394283,127.004057
과천I.C교,과천시,A,31,3,37.421774,126.996275
내손교,의왕시,B,31,3,37.372935,126.997561
당수1교,수원시 권선구,A,25,3,37.284029,126.950377
문원교,과천시,B,31,기타,37.413359,126.992095
방죽1교,수원시 권선구,B,25,기타,37.299313,126.957428
방죽2교,수원시 권선구,B,25,3,37.298408,126.956378
백운교,의왕시,B,31,기타,37.368239,126.998783
서수원I.CRAMP-D교,수원시 권선구,B,25,3,37.292884,126.948902
서수원I.CRAMP-F교,수원시 권선구,B,25,3,37.29407,126.949755
신부곡I.C교,의왕시,B,25,3,37.33239,126.968138
오전교(상),의왕시,B,31,3,37.357326,126.996693
오전교(하),의왕시,B,31,3,37.35739,126.996267
왕림1교,의왕시,A,31,3,37.34474,126.981747
왕림교,의왕시,B,31,3,37.345739,126.982727
의왕IC Ramp-E1교,의왕시,B,11,기타,37.340486,126.9771
의왕IC Ramp-E2교,의왕시,B,11,기타,37.339206,126.975812
의왕IC Ramp-F1교,의왕시,B,11,기타,37.338267,126.975439
의왕IC Ramp-F2교,의왕시,B,11,기타,37.339547,126.977738
제비울교(상),과천시,B,15,기타,37.40935,126.994567
청계2교,의왕시,B,31,3,37.397062,127.004201
청계IC교,의왕시,B,10,기타,37.368228,126.999272
포일6교,의왕시,A,10,기타,37.385475,126.999815
학의JCT램프3교,의왕시,B,28,1,37.38194,126.999811
제비울교(하),과천시,B,15,기타,37.409036,126.994284
군자대교(상행),시흥시,B,13,1,37.382243,126.718238
하중2교,시흥시,B,13,기타,37.388604,126.806408
금이1교,시흥시,B,13,기타,37.391707,126.831022
금이2교,시흥시,B,13,기타,37.393203,126.837537
논곡교,시흥시,B,13,기타,37.396472,126.856337
달월대교(상),시흥시,B,13,1,37.382314,126.740516
도리JCT교,시흥시,B,13,기타,37.395666,126.845412
도리JCT Ramp-A교,시흥시,B,13,2,37.396966,126.846967
도리JCT Ramp-G교,시흥시,B,13,1,37.394343,126.844223
목감IC Ramp-D교,시흥시,B,13,기타,37.396636,126.868191
보통천교,시흥시,B,13,기타,37.389499,126.821246
서울외곽금이1교,시흥시,B,13,기타,37.399201,126.844496
연성IC Ramp-E교,시흥시,B,13,2,37.389467,126.797271
연성IC교,시흥시,B,13,기타,37.388523,126.797121
월곶JCT Ramp-D1교,시흥시,B,13,기타,37.385765,126.757172
월곶JCT Ramp-D2교,시흥시,B,13,2,37.38903,126.751373
월곶JCT Ramp-E교,시흥시,B,13,2,37.386874,126.756496
월곶JCT Ramp-F교,시흥시,B,13,1,37.389691,126.749898
월곶JCT Ramp-H1교,시흥시,B,13,1,37.390616,126.747704
월곶JCT Ramp-H2교,시흥시,B,13,기타,37.385412,126.756643
월곶JCT Ramp-I교,시흥시,B,13,1,37.389923,126.748409
월곶1교(상),시흥시,B,13,1,37.387334,126.75228
월곶2교(상),시흥시,B,13,2,37.387965,126.755648
월곶3교,시흥시,B,13,기타,37.388267,126.76384
월곶철도육교,시흥시,B,13,기타,37.385281,126.746551
장곡교,시흥시,B,13,기타,37.388412,126.780174
장곡천교,시흥시,B,13,기타,37.388485,126.788999
정왕IC Ramp-A1교,시흥시,B,13,기타,37.377232,126.739158
정왕IC Ramp-A2교,시흥시,C,13,기타,37.37999,126.731063
창곡교,시흥시,B,13,기타,37.388446,126.783645
하상교,시흥시,B,13,기타,37.388886,126.817354
하중1교,시흥시,B,13,기타,37.388557,126.803793
군자대교(하),시흥시,B,13,1,37.381831,126.717218
달월대교(하),시흥시,B,13,1,37.384863,126.745148
월곶1교(하),시흥시,B,13,1,37.387334,126.75228
월곶2교(하),시흥시,B,13,1,37.387965,126.755648
달월대교(상행확장),시흥시,B,7,1,37.382299,126.740623
서수원I.CRamp-D교(부체도로),수원시 권선구,B,25,기타,37.292807,126.948953
연결교량 남측 진출 램프,수원시 권선구,B,6,기타,37.266812,126.998312
연결교량 북측 진출 램프,수원시 권선구,B,6,기타,37.26471,126.99956
영연교,수원시 장안구,C,44,3,37.291077,127.021218
효행교,수원시 장안구,B,30,기타,37.319894,126.988
경기교,수원시 장안구,B,35,기타,37.30009,127.028931
율전교,수원시 장안구,B,27,3,37.300354,126.972507
노송교,수원시 장안구,B,37,기타,37.315178,126.984793
여의교,수원시 장안구,B,37,기타,37.298093,126.997733
연무교,수원시 장안구,D,33,기타,37.290834,127.020384
일왕교,수원시 장안구,B,34,기타,37.296823,126.996583
노루교,수원시 장안구,B,10,기타,37.305046,126.982139
꽃뫼버들교,수원시 장안구,C,23,3,37.289465,126.986383
창성교,수원시 장안구,B,22,3,37.334194,127.017115
사기막다리교,수원시 장안구,B,22,기타,37.329773,127.014403
수루레미다리교,수원시 장안구,B,22,3,37.327367,127.014504
용머리다리교,수원시 장안구,B,22,3,37.323587,127.015107
목네미다리교,수원시 장안구,B,22,기타,37.316588,127.018764
방화2교,수원시 장안구,B,13,기타,37.288893,127.01781
서둔교,수원시 권선구,B,36,3,37.272951,126.986184
오목천교,수원시 권선구,C,37,3,37.24747,126.969006
중보교,수원시 권선구,B,19,3,37.254641,126.993574
당수교,수원시 권선구,B,25,3,37.293131,126.948877
고색교,수원시 권선구,B,16,1,37.235745,126.982837
곡반정교,수원시 권선구,C,26,3,37.244991,127.039983
금곡2교,수원시 권선구,B,25,3,37.266323,126.94877
금곡교,수원시 권선구,B,31,3,37.272745,126.961423
농심교,수원시 권선구,C,24,3,37.279917,126.959638
대황교,화성시,B,38,3,37.22722,127.023466
목장교,수원시 권선구,B,53,3,37.242275,126.971207
버드내교,수원시 권선구,B,32,3,37.257382,127.009027
유천1교,수원시 권선구,B,42,3,37.259184,127.010027
유천2교,수원시 권선구,B,19,3,37.263004,127.012006
유천교,수원시 팔달구,C,42,3,37.265101,127.013514
평고교,수원시 권선구,B,27,3,37.256391,126.991839
호매실교,수원시 권선구,B,33,3,37.258116,126.966782
곡반정육교,수원시 권선구,B,15,2,37.237741,127.035894
세월교,수원시 권선구,C,50,3,37.237107,126.978162
간촌교,수원시 권선구,C,38,3,37.233778,127.018569
벌말교,수원시 권선구,B,14,3,37.260011,126.990373
입북육교,수원시 권선구,B,25,3,37.291433,126.961064
수원역 고가도로교,수원시 팔달구,B,20,1,37.26393,127.005107
터미널고가차도,수원시 권선구,B,16,1,37.251603,127.01551
세류고가차도,수원시 권선구,B,16,1,37.252324,127.014225
수원육교(구),수원시 팔달구,C,47,3,37.27003,126.997305
수원육교(신),수원시 권선구,C,36,2,37.269801,126.997399
꽃뫼양지교,수원시 팔달구,B,23,3,37.286399,126.983578
매교,수원시 팔달구,B,39,기타,37.271467,127.01718
매향1교,수원시 팔달구,B,31,3,37.285275,127.017564
세천교,수원시 팔달구,B,34,3,37.265842,127.014053
수원교,수원시 팔달구,B,11,1,37.27526,127.019512
지동교,수원시 팔달구,B,11,기타,37.277632,127.018777
U턴교(1),수원시 팔달구,B,11,기타,37.275485,127.019526
구천교,수원시 팔달구,B,11,기타,37.273982,127.019517
U턴교(2),수원시 팔달구,B,11,기타,37.271701,127.01738
새마을교,수원시 팔달구,B,37,3,37.270086,127.016551
동수원고가차도,수원시 팔달구,B,16,1,37.27373,127.029315
우만고가교,수원시 팔달구,B,19,1,37.2761,127.037564
이의교,수원시 영통구,B,26,3,37.295019,127.050439
산드레미교,수원시 영통구,B,29,3,37.267108,127.055752
원천1교,수원시 영통구,B,30,2,37.265991,127.052497
원천2교,수원시 영통구,B,30,3,37.265496,127.051
장락교,수원시 영통구,B,37,기타,37.289678,127.061608
삼성중앙교,수원시 영통구,B,22,3,37.258159,127.048458
삼성SDI교,수원시 영통구,B,34,3,37.253116,127.043411
하동IC램프1,수원시 영통구,B,11,1,37.294342,127.077712
두릉교,수원시 영통구,B,11,기타,37.308611,127.038313
성죽1교,수원시 영통구,B,11,기타,37.308699,127.044551
절골천1교,수원시 영통구,B,11,기타,37.307277,127.047607
성죽2교,수원시 영통구,B,11,기타,37.305246,127.045491
절골천2교,수원시 영통구,B,11,기타,37.305343,127.047669
여천2교,수원시 영통구,B,11,기타,37.305329,127.050469
규장교,수원시 영통구,B,11,기타,37.30361,127.047246
버들치1교,수원시 영통구,B,11,기타,37.310201,127.052936
버들치2교,수원시 영통구,B,11,기타,37.310047,127.052984
버들치3교,수원시 영통구,B,11,기타,37.309642,127.053108
벌말다리,수원시 영통구,B,11,기타,37.301039,127.041589
목민교,수원시 영통구,B,11,기타,37.300741,127.044552
황새부리다리,수원시 영통구,B,11,기타,37.299968,127.04617
혜령군교,수원시 영통구,B,11,기타,37.293809,127.05198
여민교,수원시 영통구,B,11,기타,37.29379,127.054236
홍재교,수원시 영통구,B,11,기타,37.293449,127.055786
여수내다리,수원시 영통구,B,11,기타,37.290708,127.059055
장락교,수원시 영통구,B,11,기타,37.289666,127.061586
유경교,수원시 영통구,E,11,기타,37.287112,127.061121
심온교,수원시 영통구,B,11,기타,37.29584,127.056627
산의실교,수원시 영통구,B,11,기타,37.295176,127.056223
여천1교,수원시 영통구,B,11,기타,37.306157,127.051561
신대1교,수원시 영통구,C,11,기타,37.289771,127.078375
신대2교,수원시 영통구,C,11,기타,37.287012,127.077552
신대3교,수원시 영통구,C,11,기타,37.285002,127.076536
신대4교,수원시 영통구,C,11,기타,37.284849,127.076872
화양교,수원시 영통구,B,11,기타,37.279784,127.068053
금강수리교,수원시 영통구,B,11,기타,37.278688,127.068769
인화교,수원시 영통구,B,11,기타,37.299908,127.04524
의상교,수원시 영통구,B,11,기타,37.30184,127.047599
절골천3교,수원시 영통구,B,11,기타,37.304045,127.047601
여천3교,수원시 영통구,B,11,기타,37.303743,127.048418
안골교,수원시 영통구,B,11,기타,37.302749,127.046675
영통고가차도,수원시 영통구,B,26,1,37.246165,127.063123
하동iC고가차도,용인시 수지구,B,11,1,37.294352,127.076499
중량교,수원시 영통구,C,11,1,37.275454,127.066547
복정1교,성남시 수정구,C,25,기타,37.460178,127.124909
갈현육교,성남시 중원구,B,30,1,37.421335,127.158639
공단고가교,성남시 중원구,B,24,2,37.430452,127.179303
금곡교,성남시 분당구,C,30,2,37.363451,127.108464
단대고가교,성남시 수정구,E,27,1,37.446198,127.155698
돌마교,성남시 분당구,C,29,2,37.353336,127.117277
모란고가교,성남시 중원구,E,18,1,37.43305,127.126179
복정고가교,성남시 수정구,B,30,1,37.457948,127.124973
상적교(상),성남시 수정구,E,29,1,37.431353,127.082927
상적교(하),성남시 수정구,E,29,1,37.432322,127.081075
수내고가교A,성남시 분당구,B,30,3,37.377461,127.114715
수내고가교B,성남시 분당구,B,30,3,37.378013,127.115495
수내고가차도C,성남시 분당구,B,30,2,37.377791,127.114258
수성고가교,성남시 중원구,B,28,1,37.432547,127.135772
중원육교,성남시 중원구,E,28,1,37.442923,127.179219
금곡IC1교,성남시 분당구,B,14,1,37.349769,127.101713
금곡IC2교,성남시 분당구,B,14,1,37.350449,127.101697
낙생고가차도,성남시 분당구,B,14,1,37.401499,127.097926
대장IC교(상행),성남시 분당구,B,14,1,37.359776,127.069415
대장IC교(하행),성남시 분당구,B,14,1,37.361183,127.067418
동막천2교,성남시 분당구,B,14,1,37.342901,127.103916
머내고가교,성남시 분당구,B,15,1,37.340192,127.102855
판교IC고가차도,성남시 분당구,B,14,1,37.393204,127.107463
국은교,성남시 분당구,B,15,2,37.388001,127.074303
도당산교,성남시 분당구,B,14,2,37.388322,127.103454
탄천IC교,성남시 수정구,B,25,2,37.432486,127.121598
백현고가교,성남시 분당구,B,28,2,37.379648,127.102322
섬말 Ramp B교,성남시 중원구,B,6,기타,37.418995,127.156695
섬말 Ramp A교,성남시 중원구,B,6,기타,37.419468,127.15543
섬말교(상행),성남시 중원구,B,6,1,37.42064,127.154775
대원1육교,성남시 중원구,B,6,1,37.423972,127.152341
여수천교,성남시 분당구,B,6,3,37.414377,127.122551
갈현IC교,성남시 중원구,C,30,1,37.422021,127.159585
단대고가교,성남시 수정구,C,27,1,37.443045,127.158827
중원육교,성남시 중원구,C,27,1,37.442936,127.17923
수성고가교,성남시 중원구,B,28,1,37.432552,127.135784
중원육교,성남시 중원구,C,28,1,37.442927,127.179241
갈마치교,성남시 중원구,C,29,2,37.422147,127.169041
공단고가교,성남시 중원구,C,24,2,37.430443,127.179297
탄천IC교,성남시 수정구,C,25,2,37.432459,127.121265
대원천교,성남시 중원구,B,30,3,37.429578,127.121331
갈현교,성남시 중원구,B,26,기타,37.421581,127.163651
성남교,성남시 중원구,B,31,기타,37.425169,127.150463
중원교,성남시 중원구,B,23,3,37.427187,127.137824
섬말교(하행),성남시 중원구,B,6,1,37.420613,127.154679
금토교,성남시 수정구,C,25,3,37.408135,127.093176
내정교,성남시 분당구,B,30,3,37.380491,127.119233
당우교,성남시 분당구,B,31,3,37.375781,127.134366
대장2교,용인시 수지구,C,30,3,37.360831,127.059496
독정천교,성남시 수정구,C,30,3,37.440034,127.122206
동막교,성남시 분당구,C,32,3,37.343553,127.105925
동막천1교,성남시 분당구,B,30,3,37.343644,127.104447
동원2교,성남시 분당구,B,42,3,37.351762,127.082319
동원3교,성남시 분당구,C,24,3,37.34863,127.089091
매송2교,성남시 분당구,C,30,3,37.399209,127.119974
매송교,성남시 분당구,B,32,3,37.398958,127.123571
목련교,성남시 분당구,C,30,3,37.408346,127.140001
미금교,성남시 분당구,C,30,2,37.35054,127.120472
방아교,성남시 분당구,B,30,2,37.399196,127.123763
백현고가교,성남시 분당구,B,28,2,37.382895,127.102379
백현교,성남시 분당구,C,30,2,37.378149,127.10926
벌말교,성남시 분당구,B,30,3,37.415422,127.133922
벌터교,성남시 분당구,B,31,3,37.375978,127.135529
분당교,성남시 분당구,B,22,3,37.372569,127.139886
분당천box교,성남시 분당구,C,30,3,37.375646,127.130115
불정교,성남시 분당구,B,29,2,37.359904,127.10859
사송교,성남시 분당구,B,30,2,37.413196,127.12103
삼평2교,성남시 수정구,E,30,기타,37.40771,127.11133
상적1교,성남시 수정구,C,24,3,37.431254,127.080565
상적2교,성남시 수정구,C,24,3,37.430359,127.077047
상탑교,성남시 분당구,B,30,3,37.413867,127.143838
서당교,성남시 분당구,B,31,3,37.374617,127.137248
서현고가A,성남시 분당구,B,30,3,37.384018,127.123811
서현고가B,성남시 분당구,B,30,3,37.384581,127.124577
성남교,성남시 분당구,B,30,3,37.414357,127.128761
시흥1교,성남시 수정구,B,17,3,37.427766,127.112043
시흥2교,성남시 수정구,B,17,3,37.427214,127.105032
안말교,성남시 분당구,B,31,3,37.37372,127.145432
야탑10교,성남시 분당구,B,30,3,37.408076,127.125294
야탑5교,성남시 분당구,B,30,3,37.407019,127.145555
야탑6교,성남시 분당구,B,30,3,37.407969,127.142863
야탑7교,성남시 분당구,B,30,3,37.40793,127.137908
야탑8교,성남시 분당구,B,30,3,37.408164,127.133836
야탑9교,성남시 분당구,B,30,3,37.407906,127.128719
야탑교,성남시 분당구,B,30,2,37.405264,127.156228
양현교,성남시 분당구,B,30,2,37.39095,127.121073
오리교,성남시 분당구,B,30,3,37.338091,127.112102
운중1교,성남시 분당구,B,25,3,37.390974,127.060714
이매교,성남시 분당구,B,7,2,37.394723,127.125261
장안교,성남시 분당구,B,30,3,37.373096,127.141728
점골교,성남시 분당구,B,30,3,37.374085,127.137919
중탑교,성남시 분당구,B,30,3,37.414323,127.138956
초림교,성남시 분당구,C,30,3,37.382376,127.117429
탄천1교,성남시 중원구,B,6,1,37.4219,127.116926
탄천2교,성남시 중원구,B,6,1,37.42231,127.116966
