교량명,시설물종별등급구분,시도명,시군구명,교량연장,교량폭,차로수,상부구조형식,최종안전점검결과,설계활하중,준공후경과년수,경간수,최대경간장,교통량
쌍동IC RAMP-E교,1,경기도,광주시,130.0,8.0,1,강박스거더교,B,DB-24,10,3.0,50.0,40914.0
곤지암천교(하),2,경기도,광주시,225.0,18.0,4,PSCI거더교,B,DB-24,10,5.0,45.0,40914.0
곤지암천교(상),2,경기도,광주시,225.0,14.0,3,PSCI거더교,B,DB-24,10,5.0,45.0,40914.0
경안대교(상),1,경기도,광주시,1359.0,14.3,3,엑스트라도즈드교,B,DB-24,10,24.0,130.0,60805.0
경안대교(하),1,경기도,광주시,1359.0,14.3,3,엑스트라도즈드교,B,DB-24,10,24.0,130.0,60805.0
고촌램프D육교,2,경기도,김포시,129.0,7.0,1,강박스거더교,B,DB-24,10,3.0,49.0,44004.0
선돌교,기타,경기도,여주시,13.0,20.9,4,라멘교,A,DB-24,8,1.0,13.0,7899.0
청안1교,기타,경기도,여주시,13.0,43.9,4,라멘교,A,DB-24,8,1.0,14.8,7899.0
청안2교,기타,경기도,여주시,35.0,20.9,4,프리플렉스거더교,A,DB-24,8,1.0,35.0,7899.0
점동교(상),2,경기도,여주시,431.0,10.3,2,PSCI거더교,B,DB-24,8,13.0,40.3,7899.0
덕평1교,기타,경기도,여주시,10.3,33.4,4,라멘교,A,DB-24,8,1.0,13.6,3739.0
점동교(하),2,경기도,여주시,430.0,10.9,2,PSCI거더교,B,DB-24,8,13.0,40.0,7899.0
화산1교,기타,경기도,화성시,40.0,20.9,4,PSCI거더교,A,DB-24,8,1.0,40.1,26803.0
화산2교(상),기타,경기도,화성시,23.0,10.3,2,라멘교,A,DB-24,8,1.0,25.3,26803.0
화산3교(상),기타,경기도,화성시,40.0,10.1,2,기타,A,DB-24,8,1.0,40.4,26803.0
화산2교(하),기타,경기도,화성시,23.0,10.7,2,라멘교,A,DB-24,8,1.0,25.3,26803.0
화산3교(하),기타,경기도,화성시,40.0,10.1,2,기타,A,DB-24,8,1.0,40.4,26803.0
보통1교(상),기타,경기도,화성시,45.0,14.4,3,강박스거더교,A,DB-24,8,1.0,45.0,26803.0
보통1교(하),기타,경기도,화성시,45.0,14.4,3,강박스거더교,A,DB-24,8,1.0,45.0,26803.0
보통2교(상),기타,경기도,화성시,30.0,10.4,2,프리플렉스거더교,A,DB-24,8,1.0,30.0,26803.0
보통2교(하),기타,경기도,화성시,30.0,10.4,2,프리플렉스거더교,A,DB-24,8,1.0,30.0,26803.0
보통3교(하),2,경기도,화성시,50.0,10.4,2,강박스거더교,B,DB-24,8,1.0,50.0,26803.0
보통3교(상),2,경기도,화성시,50.0,10.4,2,강박스거더교,B,DB-24,8,1.0,50.0,26803.0
만년교(상),기타,경기도,화성시,99.0,10.7,3,강박스거더교,A,DB-24,8,2.0,49.5,26803.0
왕림교(상),기타,경기도,화성시,30.0,16.7,4,프리플렉스거더교,A,DB-24,8,1.0,30.0,26760.0
보통 RAMPC교,2,경기도,화성시,50.0,7.9,1,강박스거더교,B,DB-24,8,1.0,50.0,26803.0
보통 RAMPD교,2,경기도,화성시,50.0,7.9,1,강박스거더교,B,DB-24,8,1.0,50.0,26803.0
수기1교(상),기타,경기도,화성시,15.0,10.1,2,라멘교,A,DB-24,8,1.0,16.6,26803.0
수기2교(상),2,경기도,화성시,105.0,10.7,2,프리플렉스거더교,B,DB-24,8,3.0,35.0,26803.0
만년교(하),기타,경기도,화성시,99.0,10.4,2,강박스거더교,A,DB-24,8,2.0,49.5,26803.0
수기1교(하),기타,경기도,화성시,15.0,10.7,2,라멘교,A,DB-24,8,1.0,16.6,26803.0
왕림교(하),기타,경기도,화성시,30.0,16.7,4,프리플렉스거더교,A,DB-24,8,1.0,30.0,26760.0
수기2교(하),2,경기도,화성시,105.0,10.1,2,프리플렉스거더교,B,DB-24,8,3.0,35.0,26803.0
매산교,기타,경기도,안성시,18.0,22.7,4,라멘교,A,DB-24,8,1.0,20.4,11047.0
죽산1교(상),1,경기도,안성시,375.0,10.1,2,강박스거더교,B,DB-24,8,8.0,55.0,11047.0
죽산1교(하),1,경기도,안성시,385.0,10.7,2,강박스거더교,B,DB-24,8,8.0,55.0,11047.0
RAMP-D교,2,경기도,안성시,120.0,11.4,1,PSCI거더교,B,DB-24,8,3.0,40.0,11047.0
RAMP-A교,2,경기도,안성시,180.0,15.4,1,PSCI거더교,B,DB-24,8,4.0,45.0,11047.0
장원1교,기타,경기도,안성시,30.0,20.9,4,PSC슬래브교,A,DB-24,8,1.0,30.0,7587.0
용설1교,2,경기도,안성시,150.0,20.9,4,PSCI거더교,B,DB-24,8,5.0,30.0,7587.0
용설2교,기타,경기도,안성시,30.0,20.9,4,PSCI거더교,A,DB-24,8,1.0,30.0,7587.0
용설3교,1,경기도,안성시,150.0,20.9,4,강박스거더교,B,DB-24,8,3.0,60.0,7587.0
당목교,기타,경기도,안성시,45.7,20.9,4,PSCI거더교,A,DB-24,8,1.0,45.7,7587.0
두교1교(상),2,경기도,안성시,135.0,10.1,2,강박스거더교,B,DB-24,8,3.0,45.0,7587.0
두교1교(하),2,경기도,안성시,135.0,11.0,2,강박스거더교,B,DB-24,8,3.0,45.0,7587.0
두교2교,기타,경기도,안성시,30.0,21.1,4,PSCI거더교,A,DB-24,8,1.0,30.0,7587.0
두교3교(상),1,경기도,안성시,230.0,17.2,3,강박스거더교,B,DB-24,8,5.0,50.0,7587.0
두교3교(하),1,경기도,안성시,230.0,14.7,3,강박스거더교,B,DB-24,8,5.0,50.0,7587.0
두교4교,기타,경기도,안성시,11.0,25.0,4,라멘교,A,DB-24,8,1.0,13.2,7587.0
죽산2교,2,경기도,안성시,110.0,33.9,8,라멘교,B,DB-24,8,4.0,27.5,13608.0
누산교,기타,경기도,김포시,90.0,34.4,6,PSCI거더교,A,DB-24,9,3.0,30.0,34252.0
마송IC교,기타,경기도,김포시,30.2,28.2,6,PSCI거더교,A,DB-24,9,1.0,30.2,34252.0
칠곡육교,기타,경기도,안성시,20.0,20.5,4,라멘교,A,DB-24,9,1.0,20.0,21819.0
천서교,기타,경기도,여주시,41.1,10.9,2,프리플렉스거더교,A,DB-24,11,1.0,41.1,4255.0
신대IC교,기타,경기도,평택시,35.2,28.1,6,PSC슬래브교,A,DB-24,7,1.0,35.2,37918.0
팽성교,기타,경기도,평택시,40.4,27.9,6,PSC슬래브교,A,DB-24,7,1.0,40.4,37918.0
팽성IC교,기타,경기도,평택시,35.1,31.9,6,PSCI거더교,A,DB-24,7,1.0,35.1,37918.0
평택대교,1,경기도,평택시,1210.0,29.9,6,엑스트라도즈드교,B,DB-24,7,9.0,160.0,37918.0
삼정교,기타,경기도,평택시,16.0,27.9,6,라멘교,A,DB-24,7,1.0,16.0,37918.0
길음1교,기타,경기도,평택시,10.0,27.9,6,라멘교,A,DB-24,7,1.0,10.0,37918.0
길음2교,기타,경기도,평택시,24.0,36.5,8,라멘교,A,DB-24,7,2.0,12.0,37918.0
길음IC교,기타,경기도,평택시,35.0,28.5,8,프리플렉스거더교,A,DB-24,7,1.0,35.0,37918.0
미촌교,기타,경기도,평택시,30.0,30.0,6,PSCI거더교,A,DB-24,7,1.0,30.0,37918.0
길음교,기타,경기도,평택시,47.5,28.8,6,프리플렉스거더교,A,DB-24,7,1.0,47.5,37918.0
당거교,기타,경기도,평택시,30.0,28.2,6,프리플렉스거더교,A,DB-24,7,1.0,30.0,37918.0
숙성1교,기타,경기도,평택시,60.0,27.9,6,프리플렉스거더교,A,DB-24,7,2.0,30.0,37918.0
숙성2교,기타,경기도,평택시,35.0,28.1,6,프리플렉스거더교,A,DB-24,7,1.0,35.0,37918.0
숙성3교,기타,경기도,평택시,27.6,27.9,6,라멘교,A,DB-24,7,2.0,13.8,37918.0
숙성4교,기타,경기도,평택시,15.0,28.1,6,라멘교,A,DB-24,7,1.0,15.0,37918.0
오성1교,기타,경기도,평택시,10.0,37.5,6,라멘교,A,DB-24,7,1.0,10.0,37918.0
오성2교,기타,경기도,평택시,95.0,28.1,6,프리플렉스거더교,A,DB-24,7,2.0,47.5,37918.0
교포천교,기타,경기도,평택시,45.0,32.1,7,프리플렉스거더교,A,DB-24,7,1.0,45.0,37918.0
오성IC교,기타,경기도,평택시,35.0,31.9,7,PSCI거더교,A,DB-24,7,1.0,35.0,37918.0
고촌고가교,2,경기도,김포시,129.0,9.8,2,강박스거더교,B,DB-24,10,3.0,49.0,44004.0
신원4교,기타,경기도,이천시,15.0,28.0,6,라멘교,A,DB-24,5,1.0,15.0,14311.0
응암 RAMP-C교,2,경기도,이천시,52.0,6.0,1,강박스거더교,B,DB-24,5,1.0,52.0,14150.0
응암 RAMP-B교,2,경기도,이천시,52.0,6.0,1,강박스거더교,B,DB-24,5,1.0,52.0,14150.0
응암2교,2,경기도,이천시,52.0,21.0,4,강박스거더교,B,DB-24,5,1.0,52.0,14150.0
응암1교,2,경기도,이천시,52.0,20.9,4,강박스거더교,B,DB-24,5,1.0,52.0,14150.0
가산교,1,경기도,이천시,120.0,20.9,4,강박스거더교,B,DB-24,5,3.0,50.0,14150.0
송온교,기타,경기도,이천시,30.0,21.0,4,PSCI거더교,A,DB-24,5,1.0,30.0,8490.0
월양천교,기타,경기도,이천시,25.0,21.0,4,PSCI거더교,A,DB-24,5,1.0,25.0,8490.0
수정교,기타,경기도,이천시,15.0,33.0,4,라멘교,A,DB-24,5,1.0,15.0,8490.0
죽당1교,기타,경기도,이천시,30.0,21.0,4,PSCI거더교,A,DB-24,5,1.0,30.0,8490.0
부발 RAMP-B교,기타,경기도,이천시,40.0,14.0,2,프리플렉스거더교,A,DB-24,5,1.0,40.0,8490.0
부발교,2,경기도,이천시,50.0,36.0,8,강박스거더교,B,DB-24,5,1.0,50.0,14311.0
고사천교,기타,경기도,이천시,30.0,28.0,6,PSCI거더교,A,DB-24,5,1.0,31.0,14311.0
신원3교,2,경기도,이천시,50.0,28.0,6,강박스거더교,B,DB-24,5,1.0,50.0,14311.0
신원2교,기타,경기도,이천시,15.0,28.0,6,라멘교,A,DB-24,5,1.0,15.0,14311.0
신원1교,1,경기도,이천시,300.0,28.0,6,강박스거더교,B,DB-24,5,6.0,50.0,14311.0
우곡교,2,경기도,이천시,50.0,28.0,6,강박스거더교,B,DB-24,5,1.0,50.0,14311.0
도지2교,기타,경기도,이천시,15.0,35.0,6,라멘교,A,DB-24,5,1.0,15.0,14311.0
도지1교,2,경기도,이천시,50.0,28.0,6,강박스거더교,B,DB-24,5,1.0,50.0,14311.0
모전교,기타,경기도,이천시,15.0,28.0,6,라멘교,A,DB-24,5,1.0,15.0,14311.0
향남1교,기타,경기도,화성시,20.2,28.0,4,라멘교,B,DB-24,15,1.0,20.2,8033.0
향남2교,기타,경기도,화성시,18.4,26.0,4,라멘교,B,DB-24,15,1.0,18.4,8033.0
향남3교,기타,경기도,화성시,19.0,11.5,4,라멘교,B,DB-24,15,1.0,19.0,8033.0
요당교,기타,경기도,화성시,12.0,25.0,4,라멘교,B,DB-24,17,1.0,12.0,18748.0
번천3교,3,경기도,광주시,80.0,7.2,1,PSCI거더교,B,DB-24,17,2.0,40.0,10876.0
서호2교,2,경기도,화성시,150.0,26.3,4,PSCI거더교,B,DB-24,6,5.0,30.0,15974.0
서호1교,2,경기도,화성시,135.0,26.3,4,PSCI거더교,B,DB-24,6,3.0,45.0,15974.0
수화3교,기타,경기도,화성시,40.0,26.3,4,PSCI거더교,A,DB-24,6,1.0,40.0,15974.0
수화2교,2,경기도,화성시,140.0,33.3,6,PSCI거더교,B,DB-24,6,4.0,35.0,15974.0
백사IC교,기타,경기도,이천시,30.0,31.9,6,PSCI거더교,A,DB-24,6,1.0,30.0,14311.0
신대2교,기타,경기도,이천시,45.0,35.9,6,강박스거더교,A,DB-24,6,1.0,45.0,14311.0
RAMP-F교,기타,경기도,이천시,40.0,7.9,1,PSCI거더교,A,DB-24,6,1.0,40.0,20523.0
신대1교,기타,경기도,이천시,40.0,27.9,6,PSCI거더교,A,DB-24,6,1.0,40.0,20523.0
장신교,기타,경기도,이천시,17.0,86.6,6,라멘교,A,DB-24,6,1.0,17.0,20523.0
도봉2교,기타,경기도,이천시,15.0,31.9,6,라멘교,A,DB-24,6,1.0,15.0,20523.0
도봉1교,기타,경기도,이천시,30.0,27.9,6,PSCI거더교,A,DB-24,6,1.0,30.0,20523.0
수하3교(상),2,경기도,이천시,100.0,13.9,3,강박스거더교,B,DB-24,6,3.0,40.0,20523.0
수하3교(하),2,경기도,이천시,100.0,13.9,3,강박스거더교,B,DB-24,6,3.0,40.0,20523.0
수하2교,기타,경기도,이천시,40.0,35.9,6,PSCI거더교,A,DB-24,6,1.0,40.0,20523.0
수하1교,기타,경기도,이천시,40.0,27.9,6,강박스거더교,A,DB-24,6,1.0,40.0,20523.0
지석3교,기타,경기도,이천시,15.0,27.9,6,라멘교,A,DB-24,6,1.0,15.0,20523.0
괸돌교,기타,경기도,이천시,14.0,9.4,2,라멘교,A,DB-24,6,1.0,14.0,20523.0
지석2교,기타,경기도,이천시,35.0,27.9,6,PSCI거더교,A,DB-24,6,1.0,35.0,20523.0
지석1교(상),기타,경기도,이천시,12.0,14.9,3,라멘교,A,DB-24,6,1.0,12.0,20523.0
지석1교(하),기타,경기도,이천시,12.0,14.9,3,라멘교,A,DB-24,6,1.0,12.0,20523.0
봉현육교,기타,경기도,광주시,80.0,8.9,2,강박스거더교,A,DB-24,6,2.0,40.0,20523.0
봉현1교(상),기타,경기도,광주시,10.0,14.9,3,라멘교,A,DB-24,6,1.0,10.0,20523.0
봉현1교(하),기타,경기도,광주시,10.0,14.9,3,라멘교,A,DB-24,6,1.0,10.0,20523.0
설월교(상),기타,경기도,광주시,30.0,14.9,3,PSCI거더교,A,DB-24,6,1.0,30.0,20523.0
설월교(하),기타,경기도,광주시,30.0,14.9,3,PSCI거더교,A,DB-24,6,1.0,30.0,20523.0
부항교(상),2,경기도,광주시,180.0,14.0,3,PSCI거더교,B,DB-24,6,6.0,30.0,20523.0
부항교(하),2,경기도,광주시,150.0,14.0,3,PSCI거더교,B,DB-24,6,5.0,30.0,20523.0
오향교,2,경기도,광주시,150.0,35.9,8,PSCI거더교,B,DB-24,6,5.0,30.0,20523.0
열미4교(RAMP-E),기타,경기도,광주시,30.4,7.9,3,PSCI거더교,A,DB-24,6,1.0,30.4,20523.0
열미3교(RAMP-D),기타,경기도,광주시,30.5,7.9,3,PSCI거더교,A,DB-24,6,1.0,30.5,20523.0
열미2교,기타,경기도,광주시,30.5,27.9,6,PSCI거더교,A,DB-24,6,1.0,30.5,20523.0
열미IC교,기타,경기도,광주시,35.1,27.9,6,PSCI거더교,A,DB-24,6,1.0,35.1,40914.0
열미1교(상),2,경기도,광주시,180.0,14.9,3,PSCI거더교,B,DB-24,6,6.0,30.0,40914.0
열미1교(하),2,경기도,광주시,180.0,14.9,3,PSCI거더교,B,DB-24,6,6.0,30.0,40914.0
늑현교(상),1,경기도,광주시,280.0,14.9,3,강박스거더교,B,DB-24,6,5.0,70.0,40914.0
늑현교(하),1,경기도,광주시,280.0,14.9,3,강박스거더교,B,DB-24,6,5.0,70.0,40914.0
용수교(상),2,경기도,광주시,392.0,14.9,3,PSCI거더교,B,DB-24,6,12.0,45.0,40914.0
용수교(하),2,경기도,광주시,392.0,14.9,3,PSCI거더교,B,DB-24,6,12.0,45.0,40914.0
상하1교,1,경기도,용인시 기흥구,150.0,20.9,4,강박스거더교,B,DB-24,5,3.0,60.0,33506.0
상하2교,2,경기도,용인시 기흥구,265.0,26.0,4,강박스거더교,B,DB-24,5,7.0,45.0,33506.0
상하IC RAMP-A교,1,경기도,용인시 기흥구,180.0,8.1,1,강박스거더교,B,DB-24,5,4.0,50.0,33506.0
상하3교,2,경기도,용인시 기흥구,210.0,21.1,4,PSCI거더교,B,DB-24,5,6.0,35.0,33506.0
궁촌교,1,경기도,용인시 처인구,235.0,22.6,4,강박스거더교,B,DB-24,5,5.0,60.0,33506.0
궁촌IC RAMP-B교,기타,경기도,용인시 처인구,30.0,6.6,1,강박스거더교,A,DB-24,5,1.0,30.0,33506.0
궁촌1교(상),기타,경기도,용인시 처인구,60.0,11.6,2,PSCI거더교,A,DB-24,5,2.0,30.0,33506.0
궁촌1교(하),기타,경기도,용인시 처인구,60.0,11.4,2,PSCI거더교,A,DB-24,5,2.0,30.0,33506.0
하고개교(상),2,경기도,용인시 처인구,175.0,11.6,2,PSCI거더교,B,DB-24,5,5.0,35.0,33506.0
하고개교(하),2,경기도,용인시 처인구,175.0,11.4,2,PSCI거더교,B,DB-24,5,5.0,35.0,33506.0
역동교,기타,경기도,용인시 처인구,45.0,21.2,4,PSCI거더교,A,DB-24,5,1.0,45.0,33506.0
명지교,1,경기도,용인시 처인구,130.0,21.2,4,PSC박스거더교,B,DB-24,5,3.0,50.0,33506.0
동진1교,기타,경기도,용인시 처인구,40.0,29.2,4,PSCI거더교,A,DB-24,5,1.0,40.0,33506.0
동진2교,기타,경기도,용인시 처인구,13.0,73.0,4,RC슬래브교,A,DB-24,5,1.0,13.0,33506.0
신기교,기타,경기도,용인시 처인구,40.0,24.3,4,PSCI거더교,A,DB-24,5,1.0,40.0,24978.0
신기1교,기타,경기도,용인시 처인구,40.0,21.1,4,PSCI거더교,A,DB-24,5,1.0,40.0,24978.0
안터교,기타,경기도,용인시 처인구,30.0,20.9,4,PSCI거더교,A,DB-24,5,1.0,30.0,24978.0
대촌IC RAMP-A교,2,경기도,용인시 처인구,50.0,14.1,2,강박스거더교,B,DB-24,5,1.0,50.0,24978.0
대촌IC RAMP-D교,기타,경기도,용인시 처인구,16.0,10.2,2,라멘교,A,DB-24,5,1.0,16.0,24978.0
궁촌IC Ramp-B2교,1,경기도,용인시 처인구,110.0,5.5,1,강박스거더교,B,DB-24,3,3.0,50.0,33506.0
궁촌IC Ramp-D교,2,경기도,용인시 처인구,140.0,5.5,1,강박스거더교,B,DB-24,3,4.0,40.0,33506.0
연풍과선교,3,경기도,파주시,25.0,16.0,4,PSCI거더교,B,DB-24,20,1.0,25.0,12482.0
신탄교(확),3,경기도,연천군,60.0,10.5,2,RC슬래브교,C,DB-24,24,5.0,15.0,1494.0
신원교,기타,경기도,양평군,15.0,19.5,4,라멘교,B,DB-24,31,1.0,15.0,23122.0
도곡교,기타,경기도,양평군,15.0,19.5,4,라멘교,B,DB-24,31,1.0,15.0,23122.0
국수교(구),3,경기도,양평군,50.0,11.2,2,PSCI거더교,B,DB-24,50,2.0,25.0,23122.0
고읍교,2,경기도,양평군,100.0,19.5,4,RC슬래브교,C,DB-24,31,5.0,20.0,18890.0
하자포교,3,경기도,양평군,22.0,10.9,2,RC슬래브교,B,DB-24,42,2.0,11.0,7239.0
백현교,3,경기도,양평군,45.0,10.5,2,라멘교,C,DB-24,31,3.0,17.0,5776.0
삼밭교,3,경기도,가평군,20.4,10.9,2,라멘교,B,DB-24,24,2.0,10.2,4120.0
회곡교,3,경기도,가평군,50.0,10.5,2,RC슬래브교,B,DB-24,29,4.0,14.0,4120.0
궁평교,기타,경기도,연천군,13.2,9.0,2,라멘교,B,DB-24,31,1.0,13.2,5853.0
객현교,기타,경기도,파주시,15.0,11.0,2,라멘교,C,DB-24,35,1.0,15.0,4858.0
송우교,3,경기도,포천시,24.0,17.5,4,RC슬래브교,B,DB-24,38,2.0,12.0,15195.0
포천2교,3,경기도,포천시,72.0,17.5,4,RC슬래브교,B,DB-24,37,5.0,14.4,16796.0
포천3교,3,경기도,포천시,22.0,17.5,4,RC슬래브교,C,DB-24,37,2.0,11.0,15507.0
신북교,기타,경기도,포천시,18.3,16.9,4,라멘교,C,DB-24,34,1.0,18.3,15507.0
만세교(구),3,경기도,포천시,57.0,9.7,2,PSCI거더교,B,DB-24,35,2.0,28.5,15507.0
양문교,3,경기도,포천시,24.0,19.0,4,RC슬래브교,C,DB-24,32,2.0,12.0,8678.0
영중교,2,경기도,포천시,100.0,19.0,4,PSCI거더교,C,DB-24,31,4.0,25.0,8678.0
서두교,3,경기도,포천시,30.0,19.0,4,RC슬래브교,C,DB-24,29,2.0,15.0,9153.0
경교,3,경기도,포천시,22.0,19.0,4,RC슬래브교,B,DB-24,31,2.0,11.0,4811.0
1금남교,3,경기도,남양주시,40.0,10.5,2,RC슬래브교,B,DB-24,29,3.0,14.0,4863.0
신구운교,2,경기도,가평군,102.7,10.3,2,PSCI거더교,B,DB-24,28,4.0,25.7,18724.0
구운교,2,경기도,가평군,102.0,10.0,2,PSCI거더교,B,DB-24,36,4.0,25.5,18724.0
대성교,기타,경기도,가평군,15.2,9.3,2,RCT거더교,C,DB-24,36,1.0,15.2,18724.0
소석교,3,경기도,가평군,50.0,10.5,2,PSCI거더교,C,DB-24,29,2.0,25.0,14315.0
원대교,3,경기도,가평군,25.0,18.9,4,PSCI거더교,C,DB-24,36,1.0,25.0,18724.0
1대성교,1,경기도,가평군,668.5,10.0,2,PSCI거더교,B,DB-24,36,26.0,25.3,14315.0
청평1교,2,경기도,가평군,200.0,10.0,2,RC중공슬래브교,B,DB-24,36,10.0,20.0,14315.0
청평2교,2,경기도,가평군,200.0,10.0,2,RCT거더교,C,DB-24,36,10.0,20.0,14315.0
하감교,3,경기도,가평군,20.0,17.5,4,라멘교,C,DB-24,34,2.0,10.0,14315.0
감천교,3,경기도,가평군,24.0,17.5,4,라멘교,C,DB-24,34,2.0,12.0,14315.0
상천교(확),기타,경기도,가평군,10.0,18.4,4,RC슬래브교,B,DB-24,34,1.0,10.0,14315.0
하색교(확),3,경기도,가평군,45.0,20.5,4,RC슬래브교,C,DB-24,34,3.0,15.0,12279.0
가평2교(구),1,경기도,가평군,300.0,11.0,2,PSC박스거더교,C,DB-24,34,6.0,50.0,12279.0
경강교(구),1,경기도,가평군,650.0,11.0,2,PSC박스거더교,C,DB-24,34,13.0,50.0,12279.0
신청평1교,2,경기도,가평군,200.0,10.0,2,PSC중공슬래브교,B,DB-24,28,10.0,20.0,14315.0
신청평대교,1,경기도,가평군,620.0,12.0,2,강박스거더교,B,DB-24,28,11.0,60.0,3477.0
덕소강변대교,1,경기도,남양주시,1610.7,19.5,4,강박스거더교,B,DB-24,28,37.0,50.0,24423.0
2금남교,기타,경기도,남양주시,15.0,11.0,2,RC슬래브교,B,DB-24,27,1.0,15.0,4863.0
송촌교,3,경기도,남양주시,30.0,11.0,2,RC슬래브교,B,DB-24,27,2.0,15.0,5546.0
봉암교,3,경기도,파주시,50.0,19.5,4,RC슬래브교,B,DB-24,27,4.0,13.5,17216.0
등원교,3,경기도,파주시,60.0,19.5,5,RC슬래브교,C,DB-24,27,4.0,15.0,13354.0
월롱교,2,경기도,파주시,101.1,19.5,4,RC슬래브교,B,DB-24,23,7.0,15.0,17216.0
조안교,기타,경기도,남양주시,16.0,11.0,2,RC슬래브교,B,DB-24,27,1.0,16.0,6488.0
애미교,2,경기도,연천군,120.0,19.5,4,강플레이트거더교,B,DB-24,27,3.0,40.0,8906.0
내곡교,3,경기도,남양주시,30.1,19.5,3,PSCI거더교,B,DB-24,27,1.0,30.1,18066.0
광전1교,2,경기도,남양주시,100.0,19.5,4,PSCI거더교,B,DB-24,27,4.0,25.0,18066.0
광전2교,3,경기도,남양주시,60.0,9.0,2,RC슬래브교,B,DB-24,27,4.0,15.0,18066.0
번영교,기타,경기도,남양주시,18.0,9.0,1,라멘교,B,DB-24,27,1.0,18.0,18066.0
청학교,1,경기도,남양주시,216.0,19.5,4,강박스거더교,B,DB-24,27,4.0,60.0,18066.0
덕소교,기타,경기도,남양주시,13.0,19.5,4,라멘교,B,DB-24,28,1.0,13.0,24423.0
도곡교,3,경기도,남양주시,90.3,18.5,4,PSCI거더교,C,DB-24,28,3.0,30.1,24423.0
도곡육교,기타,경기도,남양주시,14.0,19.5,4,라멘교,B,DB-24,28,1.0,14.0,24423.0
초성교,2,경기도,연천군,307.0,20.0,4,강박스거더교,C,DB-24,26,7.0,45.0,9865.0
한탄교,2,경기도,연천군,360.0,20.0,4,강박스거더교,C,DB-24,26,9.0,40.0,9972.0
은대육교,3,경기도,연천군,30.1,20.0,4,프리플렉스거더교,B,DB-24,26,1.0,30.1,8906.0
아신교,기타,경기도,양평군,15.0,23.0,4,라멘교,B,DB-24,26,1.0,15.0,18890.0
가평육교,3,경기도,가평군,22.1,17.5,4,라멘교,B,DB-24,34,2.0,15.7,12279.0
과선교,기타,경기도,남양주시,80.0,19.5,4,강박스거더교,B,DB-24,7,2.0,40.0,17002.0
신월교,기타,경기도,남양주시,90.0,19.5,6,RC슬래브교,B,DB-24,7,6.0,15.0,17002.0
임송교,2,경기도,남양주시,197.8,19.5,4,PSCI거더교,B,DB-24,29,7.0,28.4,18066.0
부평1육교,기타,경기도,남양주시,16.5,19.5,4,라멘교,B,DB-24,26,1.0,16.5,18358.0
부평2육교,기타,경기도,남양주시,13.0,19.5,4,라멘교,B,DB-24,26,1.0,13.0,18358.0
부평육교,기타,경기도,남양주시,15.0,19.5,4,라멘교,B,DB-24,26,1.0,15.0,19065.0
기장1교,3,경기도,포천시,30.3,20.3,4,PSCI거더교,B,DB-24,26,1.0,30.3,19065.0
기장2교,3,경기도,포천시,40.0,19.5,4,RC슬래브교,C,DB-24,26,3.0,15.0,19065.0
기장3교,3,경기도,포천시,65.0,19.5,4,RC슬래브교,C,DB-24,26,4.0,18.0,19065.0
신효죽교,3,경기도,포천시,30.4,19.5,4,PSCI거더교,C,DB-24,26,1.0,30.4,14083.0
청담교,3,경기도,포천시,20.3,19.5,4,PSCI거더교,C,DB-24,26,1.0,20.3,14083.0
다대소교(상),3,경기도,양평군,21.0,9.8,2,라멘교,B,DB-24,23,2.0,10.5,4608.0
삼성교,3,경기도,양평군,70.0,19.5,4,RC슬래브교,B,DB-24,23,5.0,15.0,4608.0
마정1교,기타,경기도,파주시,19.8,30.0,5,라멘교,B,DB-24,25,1.0,19.8,4146.0
통일육교,2,경기도,파주시,60.0,28.0,5,강박스거더교,C,DB-24,25,1.0,60.0,4146.0
통일대교,1,경기도,파주시,900.0,24.0,4,강박스거더교,B,DB-24,25,16.0,60.0,4146.0
신내교,기타,경기도,양평군,15.0,19.5,4,라멘교,B,DB-24,25,1.0,15.0,7239.0
흑천교,1,경기도,양평군,190.0,19.5,4,강박스거더교,B,DB-24,25,4.0,50.0,7239.0
회현교,기타,경기도,양평군,15.0,19.5,4,라멘교,C,DB-24,25,1.0,15.0,7239.0
팔당교,2,경기도,남양주시,120.0,19.5,4,프리플렉스거더교,B,DB-24,25,3.0,40.0,24423.0
