교량명,시설물종별등급구분,시도명,시군구명,교량시작점위도,교량시작점경도,교량종료점위도,교량종료점경도,교량연장,교량폭,차로수,상부구조형식,최종안전점검결과,설계활하중,준공후경과년수
노촌말교,3,경기도,양주시,37.846022,127.080157,37.846506,127.080308,50.0,7.0,2,RC슬래브교,B,DB-24,22
능선교,3,경기도,고양시 덕양구,37.675795,126.912675,37.676095,126.91217,92.0,12.0,2,RC슬래브교,B,DB-24,20
대오산교,3,경기도,양주시,37.796359,126.994438,37.796647,126.994883,34.0,20.0,4,라멘교,C,DB-24,22
대흥교,3,경기도,양주시,37.85852,126.991862,37.858608,126.99266,73.0,6.0,2,RC슬래브교,B,DB-24,23
덕도교,3,경기도,양주시,37.846893,126.965322,37.84692,126.965499,20.0,10.0,2,기타,A,DB-24,16
돌모루교,3,경기도,양주시,37.837331,126.980999,37.837094,126.981019,25.0,8.5,2,RC슬래브교,B,DB-24,38
리204-무명1교,3,경기도,양주시,37.870213,126.972257,37.870242,126.972416,30.0,6.5,1,RC슬래브교,C,DB-24,38
마전2교,3,경기도,양주시,37.780366,127.048635,37.78019,127.049157,60.0,11.0,2,RC슬래브교,C,DB-24,26
마전교,3,경기도,양주시,37.777446,127.052428,37.777729,127.052468,30.0,7.0,2,RC슬래브교,B,DB-24,26
마전교,2,경기도,양주시,37.793703,127.048532,37.794114,127.051084,240.0,7.5,2,기타,B,DB-24,20
밤바위교,3,경기도,양주시,37.8489,126.964163,37.848979,126.96437,20.0,10.0,2,기타,B,DB-24,18
백석교,3,경기도,양주시,37.799488,126.994785,37.799648,126.995047,30.0,11.0,2,RC슬래브교,B,DB-24,23
보막교,3,경기도,양주시,37.845326,126.966104,37.84545,126.966254,20.0,6.0,2,라멘교,B,DB-24,22
보막하교,3,경기도,양주시,37.843306,126.968668,37.843405,126.968872,21.0,5.0,1,라멘교,B,DB-24,16
복지교,3,경기도,양주시,37.786603,126.995234,37.786468,126.99562,25.3,11.0,2,PSCI거더교,B,DB-24,22
부곡1 새마을교,3,경기도,양주시,37.722197,126.97514,37.72221,126.975384,20.0,5.0,1,라멘교,B,DB-24,21
삼숭교,3,경기도,양주시,37.800028,127.086593,37.80012,127.086795,35.3,34.0,7,기타,B,DB-24,13
상부곡2교,3,경기도,양주시,37.741786,126.978143,37.741865,126.97835,22.0,6.0,2,라멘교,B,DB-13.5,21
석우교,3,경기도,양주시,37.837229,126.974286,37.837367,126.974465,24.0,5.0,2,라멘교,B,DB-24,24
석현2교,3,경기도,양주시,37.737005,126.951402,37.736886,126.951576,32.0,6.0,2,라멘교,B,DB-24,23
선유교,3,경기도,양주시,37.788713,127.019271,37.788792,127.019408,20.0,10.0,2,라멘교,C,DB-24,27
섬말교,3,경기도,양주시,37.837771,126.97215,37.837534,126.972145,25.1,24.0,5,RC슬래브교,B,DB-24,18
섬말대교,3,경기도,양주시,37.837543,126.972151,37.837789,126.97214,20.0,9.0,2,RC슬래브교,B,DB-24,27
세동안교,3,경기도,양주시,37.866065,126.97571,37.865767,126.975628,37.0,5.0,1,RC슬래브교,B,DB-24,24
송추교,3,경기도,양주시,37.7198,126.980183,37.719595,126.980271,24.0,6.0,2,RC슬래브교,B,DB-18,29
시27-무명1교,3,경기도,고양시 덕양구,37.676082,126.912178,37.675798,126.912672,25.0,6.0,2,RC슬래브교,B,DB-24,33
신성교,3,경기도,양주시,37.768951,127.044117,37.769131,127.044122,30.0,10.0,2,RC슬래브교,B,DB-24,17
신지교,3,경기도,양주시,37.784388,126.99084,37.784235,126.990988,20.0,8.0,2,라멘교,B,DB-18,23
신천1교,2,경기도,양주시,37.888509,127.046495,37.888601,127.048092,139.0,25.0,5,기타,A,기타,2
신천교,2,경기도,양주시,37.864046,127.058,37.863651,127.05923,120.0,6.0,2,RC슬래브교,C,DB-13.5,31
양축교,3,경기도,양주시,37.805594,127.082884,37.805614,127.083077,36.0,9.0,2,RC슬래브교,B,DB-24,27
오봉교,3,경기도,양주시,37.702374,126.970647,37.702582,126.97078,25.0,5.0,1,라멘교,B,DB-24,22
용암1교,3,경기도,양주시,37.862631,127.041296,37.863383,127.041768,24.0,9.0,2,RC슬래브교,B,DB-24,22
울대1교,3,경기도,양주시,37.719802,126.975043,37.719757,126.975233,20.0,5.3,1,라멘교,B,DB-24,21
울대2교,3,경기도,양주시,37.720594,126.983017,37.720259,126.983131,27.4,10.0,2,라멘교,B,DB-24,21
원당교,3,경기도,양주시,37.922429,126.986065,37.922337,126.986418,25.0,5.7,1,라멘교,B,DB-24,11
월령교,3,경기도,양주시,37.70806,126.934258,37.708113,126.934786,47.0,6.6,2,RC슬래브교,B,DB-24,23
응달말교,3,경기도,양주시,37.778931,127.05603,37.7786,127.056097,38.5,12.0,2,RC슬래브교,B,DB-24,18
입암교,3,경기도,양주시,37.890974,126.994683,37.89161,126.995027,83.0,9.7,2,RC슬래브교,B,DB-24,30
정자교,3,경기도,양주시,37.695525,126.929753,37.695151,126.930246,70.0,9.2,2,RC슬래브교,B,DB-24,24
제1광사교,3,경기도,양주시,37.774345,127.047201,37.774225,127.047922,69.5,9.0,2,RC슬래브교,B,DB-24,23
청담교,3,경기도,양주시,37.823072,127.069809,37.823234,127.070201,45.0,6.6,2,RC슬래브교,C,DB-24,23
청담천1교,2,경기도,양주시,37.818355,127.07571,37.818084,127.076414,100.0,34.0,6,강I거더교,B,DB-24,6
회천-무명6교,3,경기도,양주시,37.827448,127.041683,37.8275,127.041862,20.0,5.6,2,RC슬래브교,B,DB-24,28
효촌교,3,경기도,양주시,37.869545,126.958192,37.869502,126.958567,28.0,9.0,2,라멘교,B,DB-24,19
광사리1교,3,경기도,양주시,37.803958,127.083781,37.803805,127.083634,24.0,15.0,4,RCT거더교,B,DB-24,25
중리1교,기타,경기도,포천시,38.099903,127.207789,38.100169,127.20761,30.0,10.0,2,라멘교,B,DB-24,28
신북대교,2,경기도,포천시,37.927022,127.221856,37.925809,127.218702,251.0,11.0,2,PSCI거더교,C,DB-24,39
기산교,3,경기도,포천시,37.936564,127.338514,37.936919,127.338441,40.0,10.9,2,RC슬래브교,B,DB-24,14
청계교,기타,경기도,포천시,37.951854,127.327041,37.952023,127.327186,30.0,22.0,4,라멘교,B,DB-24,14
진군교(구교),2,경기도,포천시,38.017277,127.154492,38.018765,127.153439,190.0,4.8,1,강I거더교,E,DB-13.5,53
진군교(신교),2,경기도,포천시,38.017219,127.154575,38.018774,127.153428,192.0,5.3,1,강I거더교,E,DB-13.5,33
선단3교,2,경기도,포천시,37.86139,127.1528,37.861789,127.151437,120.0,20.9,4,기타,B,DB-24,5
선단4교,2,경기도,포천시,37.860803,127.15667,37.860832,127.154806,160.0,20.9,4,기타,B,DB-24,5
청안교,기타,경기도,여주시,37.199546,127.660821,37.199863,127.660866,40.0,10.0,2,RC슬래브교,C,DB-18,37
연양육교,기타,경기도,여주시,37.281014,127.667298,37.281165,127.667579,18.0,26.4,4,라멘교,B,DB-24,24
간매교,3,경기도,여주시,37.285702,127.691696,37.285888,127.691765,32.0,10.0,2,RC슬래브교,C,DB-24,28
무촌교,3,경기도,여주시,37.394992,127.604608,37.395143,127.604953,48.0,7.0,2,RC슬래브교,B,DB-18,25
여주대교,1,경기도,여주시,37.295554,127.647335,37.299719,127.649363,502.6,17.5,4,강박스거더교,B,DB-24,27
율촌교,기타,경기도,여주시,37.376117,127.592726,37.376221,127.592244,48.6,11.0,2,RC슬래브교,B,DB-18,38
본두교,3,경기도,여주시,37.229552,127.565724,37.230238,127.566377,52.0,10.0,2,RC슬래브교,B,DB-18,34
전천교,기타,경기도,여주시,37.202478,127.54783,37.202234,127.548334,52.0,10.0,2,프리플렉스거더교,A,DB-24,14
안금천교,기타,경기도,여주시,37.229603,127.565775,37.230233,127.566355,80.0,20.9,4,PSCI거더교,B,DB-24,6
세종대교,1,경기도,여주시,37.302037,127.61757,37.31346,127.624759,1875.0,21.0,4,강박스거더교,B,DB-24,16
(구)남한강교,1,경기도,여주시,37.254614,127.680415,37.254523,127.685262,540.0,11.0,2,PSCI거더교,B,DB-18,52
대광교,2,경기도,연천군,38.14801,127.095785,38.149217,127.096829,175.0,10.5,2,PSCI거더교,C,DB-24,38
고탄교(구),2,경기도,연천군,38.031148,127.077588,38.031368,127.07497,240.9,10.0,2,PSCI거더교,B,DB-24,31
사랑교,2,경기도,연천군,38.008441,127.055433,38.010584,127.057702,264.0,9.4,2,PSCI거더교,C,DB-24,36
와천교,3,경기도,연천군,37.997657,127.030761,37.997655,127.031082,20.0,11.0,2,라멘교,B,DB-18,32
양원교,3,경기도,연천군,37.994078,127.023177,37.994336,127.023579,26.6,11.0,2,라멘교,B,DB-18,32
고탄교(신),2,경기도,연천군,38.031357,127.075004,38.031105,127.077616,240.5,10.0,2,PSCI거더교,B,DB-24,21
양원2교,3,경기도,연천군,37.991768,127.023815,37.991714,127.023659,25.0,5.0,1,라멘교,B,DB-24,23
양원3교,3,경기도,연천군,37.978833,127.032399,37.978961,127.032704,25.0,5.0,1,RC슬래브교,B,DB-24,23
백학교,3,경기도,연천군,38.030532,126.915907,38.030626,126.91546,43.0,10.5,2,RC슬래브교,B,DB-24,27
가북교,2,경기도,가평군,37.87608,127.527271,37.874807,127.527762,145.0,7.5,2,RC슬래브교,B,DB-18,28
감천교(대곡과선교),1,경기도,가평군,37.77137,127.458778,37.773099,127.459135,190.0,10.5,2,강박스거더교,B,DB-24,12
마일교,3,경기도,가평군,37.838955,127.364578,37.838889,127.364924,32.0,9.4,2,RC슬래브교,B,DB-24,30
세월교,기타,경기도,가평군,37.898813,127.345727,37.898876,127.345972,20.0,7.9,2,라멘교,B,DB-24,14
승마교,기타,경기도,가평군,37.828549,127.348505,37.82866,127.34858,12.0,15.0,2,RCT거더교,C,DB-13.5,51
다원교,2,경기도,가평군,37.755022,127.403948,37.756328,127.403512,150.9,11.0,2,PSCI거더교,B,DB-24,25
(구)산장1교,기타,경기도,가평군,37.754327,127.410412,37.754324,127.410418,90.0,6.0,1,강박스거더교,E,기타,37
고려시리카 진입교량,기타,경기도,가평군,37.864804,127.504831,37.864777,127.504825,110.0,5.0,0,RC중공슬래브교,C,DB-24,20
산장1교,2,경기도,가평군,37.755404,127.41092,37.754461,127.411142,110.9,8.5,2,PSC슬래브교,B,DB-24,5
산장2교,기타,경기도,가평군,37.754586,127.417282,37.755376,127.417504,90.0,7.0,1,PSC박스거더교,E,미상,32
개곡교,2,경기도,가평군,37.863612,127.529074,37.864372,127.530205,134.0,8.0,2,RC슬래브교,B,DB-24,27
오류동교,3,경기도,가평군,37.690183,127.368018,37.690578,127.368269,60.0,4.0,1,RC슬래브교,C,DB-13.5,33
구반계교,3,경기도,가평군,37.805636,127.355111,37.806164,127.354614,70.0,6.6,2,RC슬래브교,B,DB-24,23
어비1교,3,경기도,가평군,37.599279,127.494743,37.599515,127.494467,35.0,8.0,2,RC슬래브교,B,DB-24,26
어비2교,3,경기도,가평군,37.592565,127.512082,37.592532,127.512314,30.0,8.0,2,RC슬래브교,B,DB-24,26
가일1교,3,경기도,가평군,37.596632,127.491153,37.596608,127.49141,20.0,5.4,1,RC슬래브교,B,DB-24,32
광악1교,3,경기도,가평군,37.949759,127.534473,37.94981,127.534823,29.0,5.5,2,RC슬래브교,C,DB-13.5,35
노체2교,3,경기도,가평군,37.876159,127.356183,37.875679,127.357033,52.0,4.5,1,RC슬래브교,B,DB-24,27
대리교,3,경기도,가평군,37.58831,127.510452,37.588365,127.510914,30.0,5.9,1,RC슬래브교,C,DB-13.5,29
대보교,2,경기도,가평군,37.794633,127.370164,37.796253,127.370785,165.0,9.0,2,RC슬래브교,B,DB-24,23
도대2교,3,경기도,가평군,37.950388,127.479302,37.951007,127.47983,70.0,5.4,1,RC슬래브교,C,DB-18,33
동면교,3,경기도,가평군,37.621963,127.515322,37.622124,127.515606,25.4,4.6,1,라멘교,C,DB-13.5,24
맴내교,3,경기도,가평군,37.914039,127.564603,37.913625,127.565413,78.0,6.0,1,RC슬래브교,B,DB-18,21
멱골교,3,경기도,가평군,37.901447,127.568038,37.90131,127.568369,24.0,4.0,1,라멘교,B,DB-13.5,16
명장1교,3,경기도,가평군,37.666386,127.482284,37.666262,127.482771,40.0,6.5,2,RC슬래브교,B,DB-18,20
물곡교,3,경기도,가평군,37.82864,127.319116,37.828856,127.319049,24.0,6.0,1,RC슬래브교,C,DB-13.5,33
반계교B,3,경기도,가평군,37.799491,127.350424,37.79944,127.350827,32.0,4.8,1,RC슬래브교,B,DB-13.5,26
봉수교B,3,경기도,가평군,37.856664,127.289252,37.856856,127.289363,26.0,10.7,2,RC슬래브교,B,DB-13.5,25
상구벌교,3,경기도,가평군,37.821881,127.335103,37.822299,127.335463,40.0,6.8,2,RC슬래브교,B,DB-13.5,16
상촌교B,3,경기도,가평군,37.644682,127.503239,37.645218,127.503194,39.0,4.5,1,라멘교,B,DB-13.5,28
상판교,3,경기도,가평군,37.906215,127.379575,37.906041,127.379915,28.5,4.6,1,RC슬래브교,B,DB-13.5,27
새터교,3,경기도,가평군,37.764857,127.389376,37.765328,127.389787,32.0,6.6,2,RC슬래브교,B,DB-13.5,25
샘골다리교,3,경기도,가평군,37.60749,127.492282,37.607537,127.492928,46.0,4.5,1,RC슬래브교,B,DB-13.5,25
선촌2교,3,경기도,가평군,37.681315,127.485953,37.681789,127.485832,42.0,8.0,2,강플레이트거더교,B,DB-24,16
소설교,3,경기도,가평군,37.616947,127.525291,37.617057,127.525488,25.0,3.8,1,라멘교,B,DB-13.5,25
약수교,3,경기도,가평군,37.907814,127.573217,37.907659,127.573509,28.5,4.6,1,라멘교,C,DB-13.5,27
양방교B,3,경기도,가평군,37.625069,127.496177,37.625521,127.496458,40.0,8.0,2,라멘교,B,DB-18,21
양지교,3,경기도,가평군,37.943824,127.575044,37.943609,127.575418,30.0,4.0,1,RC슬래브교,C,DB-13.5,23
엄소교,3,경기도,가평군,37.650583,127.493955,37.650937,127.494425,50.0,5.0,1,RC슬래브교,B,DB-13.5,32
연인교,3,경기도,가평군,37.902818,127.457569,37.903036,127.457798,27.0,7.0,2,라멘교,B,DB-13.5,22
엽광교,2,경기도,가평군,37.847182,127.506062,37.846922,127.507895,144.0,5.7,2,RCT거더교,B,DB-13.5,41
오류동2교,3,경기도,남양주시,37.693057,127.3655,37.693563,127.365168,55.0,7.4,2,RC슬래브교,B,DB-13.5,29
오목교,3,경기도,가평군,37.917941,127.495628,37.918317,127.496244,60.0,5.6,1,RCT거더교,D,DB-13.5,41
용수교,3,경기도,가평군,37.987201,127.437267,37.987119,127.437465,21.0,5.5,1,RC슬래브교,D,DB-18,35
운악교,3,경기도,가평군,37.865283,127.349759,37.86493,127.350402,60.0,6.7,2,RC슬래브교,B,DB-13.5,29
원흥교,3,경기도,가평군,37.820846,127.324377,37.82126,127.324266,35.0,8.0,2,아치교,B,DB-18,18
유답촌교,3,경기도,가평군,37.758134,127.43696,37.758006,127.437527,40.0,5.4,1,RC슬래브교,C,DB-24,33
유명산1교,3,경기도,가평군,37.594431,127.490909,37.594673,127.490823,34.0,6.0,1,라멘교,B,DB-13.5,16
임초교B,3,경기도,가평군,37.77132,127.375654,37.771834,127.37573,49.0,6.0,2,강플레이트거더교,B,DB-24,17
임초교C,3,경기도,가평군,37.768758,127.370365,37.769045,127.370213,30.0,7.0,1,라멘교,C,DB-24,27
임초소교,3,경기도,가평군,37.767608,127.370694,37.767657,127.371051,27.0,3.6,1,라멘교,B,DB-13.5,27
장수교,3,경기도,가평군,37.773125,127.363954,37.773343,127.363955,20.0,5.6,1,RC슬래브교,C,DB-13.5,27
적목교,3,경기도,가평군,37.968363,127.457186,37.968119,127.457543,36.0,4.0,1,RC슬래브교,C,DB-13.5,24
점말교,3,경기도,가평군,37.973833,127.449846,37.973993,127.450314,38.0,7.0,2,라멘교,B,DB-18,17
제령교,3,경기도,가평군,37.894679,127.529737,37.895366,127.530196,80.0,4.0,1,RC슬래브교,B,DB-18,35
조가터교,3,경기도,가평군,37.766849,127.393412,37.767166,127.394236,81.0,7.4,2,RC슬래브교,B,DB-18,20
중감천교,3,경기도,가평군,37.772275,127.451816,37.772011,127.451957,24.0,12.0,2,라멘교,B,DB-24,25
진양1교,3,경기도,가평군,37.804288,127.487748,37.804451,127.487959,30.0,8.1,2,강플레이트거더교,D,DB-13.5,53
진양교,3,경기도,가평군,37.809069,127.474875,37.809223,127.475231,25.0,6.0,2,라멘교,B,DB-18,18
창의교,3,경기도,가평군,37.668752,127.506986,37.66909,127.507119,32.0,6.6,2,RC슬래브교,B,DB-13.5,27
천나드리교,3,경기도,가평군,37.830295,127.484717,37.830464,127.485284,43.0,6.0,2,라멘교,C,DB-18,19
천리교,3,경기도,가평군,37.901764,127.462944,37.901997,127.463125,20.0,5.6,1,RC슬래브교,B,DB-13.5,31
청용교,3,경기도,가평군,37.934535,127.569129,37.934432,127.569452,24.0,4.0,1,RC슬래브교,B,DB-13.5,31
추곡교,3,경기도,가평군,37.857856,127.354382,37.858463,127.354794,70.0,5.6,1,RC슬래브교,B,DB-18,35
평묵교,3,경기도,가평군,37.89645,127.566943,37.896475,127.567398,33.0,8.0,2,RC슬래브교,B,DB-24,25
평촌교,3,경기도,가평군,37.621224,127.495798,37.620957,127.496187,42.0,8.0,2,라멘교,B,DB-18,21
행자교,3,경기도,가평군,37.765313,127.446846,37.764847,127.447167,50.0,6.0,2,RC슬래브교,B,DB-18,23
화악2교,3,경기도,가평군,37.933857,127.555852,37.934226,127.555576,37.5,4.6,1,라멘교,B,DB-13.5,27
화악교A,3,경기도,가평군,37.920756,127.566661,37.921336,127.566046,68.0,4.2,1,RC슬래브교,B,DB-24,23
화악교B,3,경기도,가평군,37.952794,127.531243,37.953002,127.531492,28.0,5.4,1,RC슬래브교,C,DB-13.5,33
화약교,3,경기도,가평군,37.775447,127.355494,37.775686,127.355441,20.0,3.4,1,라멘교,B,DB-13.5,23
칠락교,3,경기도,가평군,37.803946,127.493493,37.803835,127.493626,34.0,4.0,2,RC슬래브교,A,기타,47
진동교,3,경기도,가평군,37.803862,127.493248,37.803593,127.493445,48.0,4.0,1,RC슬래브교,A,기타,23
양근교,3,경기도,양평군,37.495438,127.48494,37.495759,127.484497,50.0,11.0,2,PSCI거더교,B,DB-24,42
가내교,기타,경기도,양평군,37.440263,127.768612,37.44008,127.768633,16.0,10.0,2,라멘교,B,DB-24,19
구신론교,3,경기도,양평군,37.570807,127.744276,37.570368,127.74458,57.2,9.0,2,RC슬래브교,B,DB-24,21
금곡교,2,경기도,양평군,37.502585,127.618565,37.501216,127.61835,145.4,9.0,2,RC슬래브교,B,DB-24,32
금왕1교,3,경기도,양평군,37.482581,127.732374,37.482376,127.732417,22.0,6.0,2,라멘교,B,DB-24,25
노문1교,3,경기도,양평군,37.640815,127.431453,37.640409,127.43151,50.0,11.0,2,RC슬래브교,B,DB-24,19
노문2교,3,경기도,양평군,37.638955,127.426426,37.638554,127.426415,45.0,7.0,2,RC슬래브교,C,DB-24,26
다문3교,기타,경기도,양평군,37.497029,127.579646,37.496969,127.579996,30.0,7.0,2,RC슬래브교,C,DB-24,27
다문새마을,3,경기도,양평군,37.494055,127.58904,37.493956,127.589373,38.0,7.0,2,RC슬래브교,C,DB-24,27
대월교,기타,경기도,양평군,37.429237,127.765887,37.42931,127.766,12.0,8.0,2,라멘교,B,DB-24,24
도곡교,기타,경기도,양평군,37.480578,127.501065,37.480675,127.501099,12.0,11.5,2,라멘교,B,DB-24,16
도원교,3,경기도,양평군,37.557199,127.787583,37.557177,127.787775,24.0,8.0,2,RC슬래브교,B,DB-18,30
둔말교,3,경기도,양평군,37.449933,127.768979,37.449892,127.769355,30.0,5.0,2,RC슬래브교,B,미상,45
명달교,기타,경기도,양평군,37.622208,127.448099,37.622103,127.448047,9.0,9.0,2,라멘교,B,DB-24,26
부용교,3,경기도,양평군,37.556402,127.358602,37.556285,127.359445,60.0,10.0,2,RC슬래브교,B,DB-24,19
무심교,3,경기도,양평군,37.435645,127.738956,37.435783,127.739615,58.0,10.0,2,라멘교,B,DB-24,33
백현교,3,경기도,양평군,37.528433,127.474895,37.528548,127.475198,32.5,7.0,2,RC슬래브교,C,DB-24,32
삼산교,3,경기도,양평군,37.40189,127.770902,37.402606,127.771042,90.0,9.0,2,RC슬래브교,B,DB-24,24
새말교,3,경기도,양평군,37.459327,127.770435,37.459528,127.770476,20.0,8.0,2,RC슬래브교,C,DB-18,33
수능1교,3,경기도,양평군,37.596926,127.378115,37.596786,127.37838,28.0,8.0,2,RC슬래브교,B,DB-24,27
수능2교,3,경기도,양평군,37.597537,127.381651,37.597566,127.382056,38.0,8.0,2,라멘교,B,DB-13.5,23
수능교,3,경기도,양평군,37.582467,127.389459,37.582275,127.38956,29.4,7.0,2,라멘교,B,DB-18,32
신점2교,3,경기도,양평군,37.543361,127.585496,37.543688,127.585377,30.0,11.0,2,라멘교,B,DB-24,25
신점교,3,경기도,양평군,37.537337,127.590237,37.537184,127.590576,42.0,8.5,2,RC슬래브교,C,DB-24,32
여물교,3,경기도,양평군,37.555084,127.707886,37.554748,127.708335,53.0,7.0,2,RC슬래브교,C,DB-24,29
연다교,3,경기도,양평군,37.494719,127.585475,37.494887,127.58603,58.5,9.0,2,RC슬래브교,B,DB-24,25
